title	other_names	desc	causes	percentages	related	related_p	tests	meds	ages	ages_freq	sex	sex_freq	race	race_freq
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Transient ischemic attack	6	Loss of sensation	11	Other OR therapeutic procedures on nose; mouth and pharynx	Sitagliptin (Januvia)	1-4 years	1.0x	Female	1.0x	Other	0.7x
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Open wound of the mouth	8	Symptoms of the face	34	Diagnostic ultrasound of head and neck	Anastrozole (Arimidex)	30-44 years	0.8x			Hispanic	1.0x
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Oral mucosal lesion	2	Throat feels tight	16	Excision (Removal)	Gentian Violet Topical	< 1 years	1.0x			White	1.1x
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Mucositis	4	Fever	20	Diagnostic procedures on ear	Butalbital (G-1)	45-59 years	2.3x				
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Head and neck cancer	2	Difficulty in swallowing	39	Biopsy	Nystatin Topical Product	75+ years	0.9x				
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Oral thrush (yeast infection)	2	Cough	24	Cancer chemotherapy (Chemotherapy)	Triamcinolone Nasal Product	5-14 years	1.9x				
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Burn	4	Swollen tongue	11	Other non-OR therapeutic procedures on nose; mouth and pharynx	Acyclovir	15-29 years	0.7x				
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Tongue pain	16		Diflorasone Topical						
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Paresthesia	24		Tolazamide						
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Mouth pain	24		Norgestrel						
Tongue lesions	"Also known as White spots on tongue, Ulcer on tongue, and Sore on tongue"	Tongue lesions is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Sore throat	34								
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Gout	8	Shortness of breath	6	Kidney function tests (Kidney function test)	Diflorasone Topical	45-59 years	0.5x	Female	1.1x	Hispanic	1.3x
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Osteoarthritis	3	Skin irritation	87	Radiographic imaging procedure	Factor Ix Complex (Obsolete)	< 1 years	0.9x	Male	0.9x	Other	0.7x
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Pyogenic skin infection	17	Peripheral edema	5	Application of splint (Splinting)	Hyaluronidase	15-29 years	1.2x			Black	0.9x
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Sprain or strain	6	Leg swelling	25	Examination of foot	Iothalamate	60-74 years	1.2x			White	1.0x
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Injury to the leg	2	Abnormal appearing skin	27	Plain x-ray (X ray)	Indomethacin	75+ years	1.2x				
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Fracture of the foot	2	Skin on leg or foot looks infected	51	Cardiac enzymes measurement (Cardiac enzymes test)	Liraglutide (Victoza)	30-44 years	1.1x				
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Bruise	7	Foot or toe pain	20	Complete blood count (Cbc)	Nystatin	1-4 years	0.8x				
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Fracture of the finger	8	Ankle swelling	6	Electrolytes panel	"Tetanus Immune Globulin, Human"	5-14 years	0.2x				
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Foot or toe stiffness or tightness	4		Trientine						
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Hand or finger swelling	22		Colchicine						
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Problems with movement	9		Ethanol (On Guard)						
Foot or toe swelling	"Also known as Pedal Edema, Foot Swelling, and Swelling Of Feet"	Foot or toe swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Irregular appearing nails	15		Flurbiprofen						
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Urethritis	2	Pelvic pain	29	Urinalysis	Lomefloxacin (Maxaquin)	45-59 years	0.1x	Male	0.6x	Other	1.1x
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Cystitis	49	Blood in urine	12	Liver function tests (Liver test)	Clofazimine	1-4 years	0.8x	Female	1.3x	Black	1.1x
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Vaginitis	8	Back pain	23	Blood culture	Ciprofloxacin	5-14 years	1.6x			Hispanic	1.1x
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Pyelonephritis	2	Low back pain	23	Pelvis exam	Oxacillin	15-29 years	1.2x			White	0.9x
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Temporary or benign blood in urine	3	Frequent urination	31	Insertion of catheter into urinary bladder	Phenazopyridine (Azo)	30-44 years	0.8x				
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Urinary tract infection	3	Vaginal itching	44	Standard pregnancy test	Cefixime (Suprax)	75+ years	0.9x				
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Prostatitis	3	Retention of urine	18	Microscopic examination (bacterial smear; culture; toxicology)	Clove	< 1 years	0.8x				
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."	Kidney stone	3	Suprapubic pain	26	Chlamydia test	Flavoxate (Urispas)	60-74 years	0.8x				
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."			Lower abdominal pain	66		Bactrim						
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."			Side pain	13		Trimethoprim						
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."			Vaginal discharge	29		Cefpodoxime						
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."			Sharp abdominal pain	37		Sodium Hyaluronate Topical						
Painful urination	Also known as Dysuria and Painful Micturition	"In medicine, specifically urology, dysuria refers to painful urination."						Nitrofurantoin						
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Allergy	22	Itchiness of eye	17	Microscopic examination (bacterial smear; culture; toxicology)	Erythromycin	30-44 years	1.0x	Female	1.1x	Black	1.0x
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Pyogenic skin infection	8	Allergic reaction	25	Other extraocular muscle and orbit therapeutic procedures	Tetracaine (One Touch)	5-14 years	1.2x	Male	0.9x	White	1.5x
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Chalazion	3	Eyelid lesion or rash	41		Gentamicin Ophthalmic	< 1 years	1.2x			Other	1.7x
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Blepharitis	3	Itchy eyelid	43		Dexamethasone-Tobramycin Ophthalmic	1-4 years	0.8x			Hispanic	0.8x
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Conjunctivitis	6	White discharge from eye	21		Erythromycin Ophthalmic	60-74 years	2.8x				
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Eczema	6	Lacrimation	17		Fluorescein Ophthalmic	15-29 years	0.3x				
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Stye	5	Abnormal appearing skin	29		Sodium Sulfacetamide Ophthalmic	45-59 years	1.2x				
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Conjunctivitis due to allergy	5	Symptoms of eye	50		Tobramycin (Tobi)	75+ years	0.6x				
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Nasal congestion	17		Bacitracin Ophthalmic						
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Eye redness	29		Proparacaine Ophthalmic						
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Diminished vision	25		Tobramycin Ophthalmic						
Eyelid swelling	"Also known as Swelling Of Eyelid, Swollen Eyelid, and Puffy Eyelid"	Eyelid swelling is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.			Pain in eye	50		Olopatadine Ophthalmic						
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Bipolar disorder	12	Abusing alcohol	23	Hematologic tests (Blood test)	Lorazepam	1-4 years	1.1x	Female	1.6x	Black	0.8x
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Conduct disorder	16	Depressive or psychotic symptoms	10	Glucose measurement (Glucose level)	Chlorpromazine (Thorazine)	45-59 years	0.4x	Male	0.6x	White	1.3x
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Alcohol abuse	17	Fears and phobias	25	Blood alcohol	Lithium (Li)	5-14 years	2.5x			Other	1.2x
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Developmental disability	8	Temper problems	12	Kidney function tests (Kidney function test)	Haloperidol	75+ years	0.6x			Hispanic	1.4x
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Schizophrenia	6	Depression	76	Complete blood count (Cbc)	Divalproex Sodium (Depakote)	30-44 years	0.8x				
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Attention deficit hyperactivity disorder (ADHD)	9	Hysterical behavior	16	Electrolytes panel	Olanzapine (Zyprexa)	< 1 years	0.0x				
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Depression	6	Restlessness	10	Toxicology screen	Risperidone	60-74 years	1.4x				
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."	Psychotic disorder	17	Obsessions and compulsions	27	Urinalysis	Benztropine	15-29 years	0.3x				
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."			Delusions or hallucinations	12		Quetiapine (Seroquel)						
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."			Insomnia	16		Nicotine						
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."			Drug abuse	7		Atomoxetine (Strattera)						
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."			Excessive anger	33		Ziprasidone (Geodon)						
Hostile behavior	"Also known as Aggressiveness, Combative, Criminality, Cruelty, Being destructive, and Quarrelsome"	"Aggression, in its broadest sense, is behavior, or a disposition, that is forceful, hostile or attacking. It may occur either in retaliation or without provocation."						Aripiprazole (Abilify)						
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Urethral stricture	3	Frequent urination	22	Electrolytes panel	Finasteride (Propecia)	1-4 years	2.0x	Female	1.6x	Hispanic	1.1x
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Urinary tract obstruction	16	Suprapubic pain	32	Glucose measurement (Glucose level)	Doxazosin	60-74 years	0.6x	Male	0.6x	White	0.8x
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Urinary tract infection	2	Involuntary urination	15	Insertion of catheter into urinary bladder	Magnesium Citrate	5-14 years	0.4x			Black	0.7x
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Prostate cancer	3	Symptoms of prostate	33	Hematologic tests (Blood test)	Clofazimine	30-44 years	0.4x			Other	1.1x
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Bladder obstruction	15	Constipation	32	Kidney function tests (Kidney function test)	Terazosin	< 1 years	0.2x				
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Kidney stone	2	Side pain	12	Urinalysis	Dutasteride (Avodart)	45-59 years	2.9x				
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Temporary or benign blood in urine	2	Excessive urination at night	9	Intravenous fluid replacement	Phenazopyridine (Azo)	75+ years	0.9x				
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"	Benign prostatic hyperplasia (BPH)	2	Lower abdominal pain	19	Prostate specific antigen measurement (Prostate specific antigen test)	Tamsulosin (Flomax)	15-29 years	0.4x				
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"			Blood in urine	24		Alfuzosin (Uroxatral)						
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"			Impotence	16		Silodosin (Rapaflo)						
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"			Painful urination	11		Bethanechol						
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"			Sharp abdominal pain	15		Methenamine						
Retention of urine	"Also known as Can't urinate, Can't pee, Urinary retention, Retention of urine, Bladder Retention, and Unable To Empty Bladder"	"Urinary retention, also known as ischuria, is a lack of ability to urinate. It is a common complication of benign prostatic hyperplasia (BPH), though it can also be caused by:"						Sulfamethoxazole (Bactrim)						
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Asthma	5	Hurts to breath	30	Electrocardiogram	Alclometasone Topical	30-44 years	0.7x	Female	1.1x	Hispanic	1.1x
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Common cold	3	Difficulty breathing	16	Glucose measurement (Glucose level)	Budesonide Nasal Product	1-4 years	0.8x	Male	1.0x	Black	0.6x
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Pneumonia	9	Shortness of breath	5	Electrolytes panel	Brompheniramine (E.N.T.)	60-74 years	1.1x			White	0.6x
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Gastroesophageal reflux disease (GERD)	9	Cough	20	Cardiac enzymes measurement (Cardiac enzymes test)	Iodine (I-Deal)	< 1 years	1.4x			Other	1.1x
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Pleural effusion	5	Nasal congestion	8	Cardiac monitoring (Cardiac monitor)	Budesonide	15-29 years	2.3x				
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Coronary atherosclerosis	4	Sore throat	5	Plain x-ray (X ray)	Neostigmine	5-14 years	0.4x				
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Chronic obstructive pulmonary disease (COPD)	9	Wheezing	30	X-ray computed tomography (Scan ct)	Moexipril	75+ years	2.4x				
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."	Chronic sinusitis	4	Frontal headache	25	Nebulizer therapy	Caffeine	45-59 years	1.4x				
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."			Apnea	51		"Insulin, Glulisine, Human (Apidra)"						
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."			Swollen or red tonsils	8								
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."			Smoking problems	10								
Drainage in throat	Also known as Postnasal Drip	"Post-nasal drip (PND, also termed upper airway cough syndrome, UACS, or post nasal drip syndrome, PNDS), occurs when excessive mucus is produced by the nasal mucosa. The excess mucus accumulates in the throat or back of the nose. It is caused by rhinitis, sinusitis, gastroesophageal reflux disease (GERD), or by a disorder of swallowing (such as an esophageal motility disorder). It is frequently caused by an allergy, which may be seasonal or persistent throughout the year."			Diminished hearing	42								
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Chronic otitis media	7	Bleeding from ear	21	Other diagnostic procedures (interview; evaluation; consultation)	Triethanolamine Polypeptide Oleate Otic	< 1 years	0.5x	Male	0.8x	White	1.1x
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Ear drum damage	8	Fever	82	Diagnostic procedures on ear	Pramoxine Otic	15-29 years	0.3x	Female	1.3x	Black	0.7x
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Otitis externa (swimmer's ear)	40	White discharge from eye	5	Ophthalmologic and otologic diagnosis and treatment	Ofloxacin	75+ years	2.0x			Hispanic	1.2x
Fluid in ear	Also known as Discharge from ear and Otorrhea	"Otitis media (Latin for ""inflammation of the middle ear"") is the medical term for middle ear infection. Although several subtypes of otitis media are distinguished, the term is often used synonymously with acute otitis media. It is very common in childhood."	Acute otitis media	4	Plugged feeling in ear	39	Tonsillectomy and/or adenoidectomy	Gentamicins (Gentamicin)	60-74 years	0.5x			Other	1.0x
