conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome								Black		
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome										Arnica Topical
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome					1.9x					
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome										Triprolidine (Actifed)
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome				45-59 years						
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome	Sharp chest pain									
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome			Glucose measurement (Glucose level)							
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome		21								
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome		22								
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome					0.4x					
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome		22								
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome	Back pain									
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome								White		
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome								Other		
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome				5-14 years						
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome	Nausea									
Tietze syndrome	http://www.symcat.com/conditions/tietze-syndrome	Tietze syndrome	Also known as Costochondritis and Slipping Rib Syndrome	Chest tightness									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null									1.0x	
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null									1.8x	
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null							1.0x			
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Ringing in ear									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					2.2x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					0.0x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				60-74 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Neck stiffness or tightness									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Itchy ear(s)									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		6								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		9								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					1.4x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				30-44 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Aluminum Sulfate-Calcium Acetate Topical
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Diagnostic procedures on nose; mouth and pharynx							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		41								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Dizziness									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		37								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Other physical therapy and rehabilitation							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Almotriptan (Axert)
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null									0.7x	
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				< 1 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Dexamethasone Ophthalmic
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null								Hispanic		
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					0.9x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null							1.0x			
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		9								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null						Male				
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		91								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		6								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null									0.9x	
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		69								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null								White		
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		6								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Diminished hearing									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Frontal headache									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Magnesium Chloride
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Ophthalmologic and otologic diagnosis and treatment							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		34								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Salmeterol
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null								Black		
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				45-59 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Benzalkonium Chloride Topical
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					0.3x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				5-14 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Symptoms of eye									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Fluid in ear									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Ear pain									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		60								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				15-29 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null						Female				
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				75+ years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Hoarse voice									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Other OR therapeutic nervous system procedures							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					1.5x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Other therapeutic ear procedures							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					0.3x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Levocetirizine (Xyzal)
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Upper gastrointestinal endoscopy; biopsy							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null		6								
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Magnetic resonance imaging (Mri)							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Ginkgo Biloba Extract (Ginkgo)
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Azelastine Nasal
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Iodoquinol
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Mineral Oil (Stye)
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null								Other		
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null			Diagnostic procedures on ear							
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null					0.1x					
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null										Ciclesonide Nasal
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Plugged feeling in ear									
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null				1-4 years						
Tinnitus of unknown cause	http://www.symcat.com/conditions/tinnitus-of-unknown-cause	Tinnitus of unknown cause	null	Headache									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Hurts to breath									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.3x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.2x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Tonsillectomy and/or adenoidectomy							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				1-4 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Sore throat									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Sevoflurane
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				60-74 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Ropivacaine
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Apnea									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Ophthalmologic and otologic diagnosis and treatment							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Ophthalmic examination and evaluation (Eye exam)							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Carbamide Peroxide Otic
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		56								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Cefprozil
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Cough									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Abnormal breathing sounds									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		71								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		42								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		17								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Occupational therapy assessment (Speech therapy)							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Desflurane
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Difficulty in swallowing									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		30								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				75+ years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					5.3x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Excision (Removal)							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null							1.2x			
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null									0.9x	
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.7x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Redness in ear									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.1x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null									1.5x	
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null								White		
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Budesonide Nasal Product
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		40								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Fever									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null								Hispanic		
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		29								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		17								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Other OR therapeutic procedures on nose; mouth and pharynx							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Swollen or red tonsils									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				15-29 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Varicella-Zoster Immune Globulin
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.2x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				45-59 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Nasal congestion									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				30-44 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Glycopyrrolate
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		29								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Drainage in throat									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null								Other		
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Nitrofurazone Topical
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null									0.9x	
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null							0.8x			
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				< 1 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null						Female				
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Nitrous Oxide
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					4.9x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null									1.2x	
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Other diagnostic procedures (interview; evaluation; consultation)							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		46								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		71								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null								Black		
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null			Tracheoscopy and laryngoscopy with biopsy							
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null	Allergic reaction									
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null						Male				
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null				5-14 years						
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null					0.0x					
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null		17								
Tonsillar hypertrophy	http://www.symcat.com/conditions/tonsillar-hypertrophy	Tonsillar hypertrophy	null										Budesonide
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.3x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Gum pain									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		57								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Clindamycin
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess							1.0x			
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					1.8x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				1-4 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess									0.6x	
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		18								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Erythromycin
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Facial pain									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Lincomycin
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Symptoms of the face									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					2.1x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		6								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess			Incision and drainage (I d)							
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Penicillin
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess						Female				
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess									1.0x	
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.1x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess							1.0x			
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess						Male				
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess								White		
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Clove
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Skin swelling									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Beractant (Survanta)
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		9								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Pain in gums									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		26								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				15-29 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess			Dental procedures (Care dental)							
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				5-14 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				30-44 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				60-74 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				< 1 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		40								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Peripheral edema									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess									0.5x	
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		13								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Phenelzine (Nardil)
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess								Other		
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Fluid retention									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Benzocaine Topical
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		18								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Toothache									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.1x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess			Culture wound							
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										6-Aminocaproic Acid (Amicar)
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		6								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.6x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		93								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess										Penciclovir Topical
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				75+ years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess				45-59 years						
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess								Black		
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess								Hispanic		
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess		41								
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Mouth pain									
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess									1.3x	
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.0x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess					0.8x					
Tooth abscess	http://www.symcat.com/conditions/tooth-abscess	Tooth abscess	Also known as Dental Abscess	Jaw swelling									
