title	other_names	desc	diseases	side_effects
Erythromycin	"Also known as Ilotycin, E-Mycin, Ery-Tab, Eryderm, Robimycin, and Eryc"	"Erythromycin is a macrolide antibiotic that has an antimicrobial spectrum similar to or slightly wider than that of penicillin, and is often prescribed for people who have an allergy to penicillins. For respiratory tract infections, it has better coverage of atypical organisms, including Mycoplasma and legionellosis. It was first marketed by Eli Lilly and Company, and it is today commonly known as EES (erythromycin ethylsuccinate, an ester prodrug that is commonly administered). It is also occasionally used as a prokinetic agent."	Eye redness	
Erythromycin	"Also known as Ilotycin, E-Mycin, Ery-Tab, Eryderm, Robimycin, and Eryc"	"Erythromycin is a macrolide antibiotic that has an antimicrobial spectrum similar to or slightly wider than that of penicillin, and is often prescribed for people who have an allergy to penicillins. For respiratory tract infections, it has better coverage of atypical organisms, including Mycoplasma and legionellosis. It was first marketed by Eli Lilly and Company, and it is today commonly known as EES (erythromycin ethylsuccinate, an ester prodrug that is commonly administered). It is also occasionally used as a prokinetic agent."	Foreign body in the eye	
Erythromycin	"Also known as Ilotycin, E-Mycin, Ery-Tab, Eryderm, Robimycin, and Eryc"	"Erythromycin is a macrolide antibiotic that has an antimicrobial spectrum similar to or slightly wider than that of penicillin, and is often prescribed for people who have an allergy to penicillins. For respiratory tract infections, it has better coverage of atypical organisms, including Mycoplasma and legionellosis. It was first marketed by Eli Lilly and Company, and it is today commonly known as EES (erythromycin ethylsuccinate, an ester prodrug that is commonly administered). It is also occasionally used as a prokinetic agent."	Pain in eye	
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Otitis media	Abdominal pain
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Acute sinusitis	Diarrhea
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Scarlet fever	Pain
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Pulling at ears	Nausea
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Ear pain	
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Acute otitis media	
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Strep throat	
Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Sore lymph nodes	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Rabies	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Shoulder stiffness or tightness	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Blastomycosis	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	West Nile virus	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Leptospirosis	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Open wound of the back	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Heart block	
Ascorbic Acid	Also known as Cecon and Cenolate	"Ascorbic acid is a naturally occurring organic compound with antioxidant properties. It is a white solid, but impure samples can appear yellowish. It dissolves well in water to give mildly acidic solutions. Ascorbic acid is one form (""vitamer"") of vitamin C. It was originally called L-hexuronic acid, but when it was found to have vitamin C activity in animals (""vitamin C"" being defined as a vitamin activity, not then a specific substance), the suggestion was made to rename L-hexuronic acid. The new name for L-hexuronic acid is derived from a- (meaning ""no"") and scorbutus (scurvy), the disease caused by a deficiency of vitamin C. Because it is derived from glucose, many animals are able to produce it, but humans require it as part of their nutrition. Other vertebrates lacking the ability to produce ascorbic acid include other primates, guinea pigs, teleost fishes, bats, and birds, all of which require it as a dietary micronutrient (that is, a vitamin)."	Vaginal bleeding after menopause	
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Human immunodeficiency virus infection (HIV)	Joint pain
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Focal weakness	Abdominal pain
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Cold sore	Headache
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Bell palsy	Painful menstruation
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Leukemia	Pain
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Genital herpes	Nausea
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Shingles (herpes zoster)	Vomiting
Valacyclovir (Valtrex)	Also known as Valtrex	"Valaciclovir (INN) or valacyclovir (USAN) is an antiviral drug used in the management of herpes simplex, herpes zoster (shingles), and herpes B. It is a prodrug, being converted in vivo to aciclovir. It is marketed by GlaxoSmithKline under the trade names Valtrex and Zelitrex. Valaciclovir has been available as a generic drug in the U.S. since November 25, 2009."	Lip sore	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Myasthenia gravis	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Viral hepatitis	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Kidney failure	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Cirrhosis	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Chronic kidney disease	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Systemic lupus erythematosis (SLE)	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Kidney disease due to longstanding hypertension	
Mycophenolate Mofetil (Cellcept)	Also known as Cellcept	"Mycophenolate mofetil (MMF) (brand names CellCept, Myfortic) is an immunosuppressant and prodrug of mycophenolic acid, used extensively in transplant medicine. It is a reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH) in purine (guanine) biosynthesis which is necessary for the growth of T cells and B cells. Other cells are able to recover purines via a separate scavenger pathway and are thus able to escape the effect."	Primary kidney disease	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Fungal infection of the skin	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Diaper rash	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Yeast infection	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Diaper rash	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Oral thrush (yeast infection)	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Balanitis	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Onychomycosis	
Nystatin Topical Product	"Also known as Nyamyc Topical Product, Nystan Topical Product, Nystex Topical Product, Nystop Topical Product, Pedi-Dri Topical Product, Pediaderm Af Topical Product, Mycostatin Topical Product, and Mycostatin Topical Topical Product"	Nystatin Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Abnormal appearing tongue	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Diminished vision	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Cataract	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Pain in eye	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Chronic glaucoma	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Macular degeneration	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Iridocyclitis	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Spots or clouds in vision	
Prednisolone Ophthalmic	null	Prednisolone Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Glaucoma	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Diabetic kidney disease	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Restless leg syndrome	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Rabies	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Diabetic peripheral neuropathy	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Pick disease	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Diabetes	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Kidney disease due to longstanding hypertension	
Sitagliptin (Januvia)	"Also known as Janumet 50/1000, Janumet 50/500, Janumet 100/1000, Juvisync 100/10, Juvisync 100/20, Juvisync 100/40, and Januvia"	"Sitagliptin (INN; previously identified as MK-0431 and marketed as the phosphate salt under the trade name Januvia) is an oral antihyperglycemic (antidiabetic drug) of the dipeptidyl peptidase-4 (DPP-4) inhibitor class. It was developed, and is marketed, by Merck & Co. This enzyme-inhibiting drug is used either alone or in combination with other oral antihyperglycemic agents (such as metformin or a thiazolidinedione) for treatment of diabetes mellitus type 2. The benefit of this medicine is its fewer side effects (e.g., less hypoglycemia, less weight gain) in the control of blood glucose values. While safety is its advantage, efficacy is often challenged as it is often recommended to be combined with other agents like metformin."	Blastomycosis	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Skin lesion	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Burn	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Osteomyelitis	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Chronic ulcer	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Peripheral arterial disease	
Silver Sulfadiazine Topical	null	Silver Sulfadiazine Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Decubitus ulcer	
