meds	meds-href	title	other_names	desc	diseases	side_effects
Verapamil	http://www.symcat.com/medications/verapamil	Verapamil (Univer)	"Also known as Cordilox, Berkatens, Securon, Hypaneze, Verapress Mr, Isoptin, Calan, Verelan, Securon Iv, and Securon Sr"	"Verapamil (brand names: Isoptin, Verelan, Verelan PM, Calan, Bosoptin, Covera-HS) is an L-type calcium channel blocker of the phenylalkylamine class. It has been used in the treatment of hypertension, angina pectoris, cardiac arrhythmia, and most recently, cluster headaches. It is also an effective preventive medication for migraine. Verapamil has also been used as a vasodilator during cryopreservation of blood vessels. It is a class IV antiarrhythmic, more effective than digoxin in controlling ventricular rate and was approved by the U.S. Food and Drug Administration (FDA) in March 1982."	Atrial flutter	
Labetalol	http://www.symcat.com/medications/labetalol	Labetalol	"Also known as Trandide, Labrocol, Trandate, and Normodyne"	"Labetalol (Normodyne, Trandate) is a mixed alpha/beta adrenergic antagonist, which is used to treat high blood pressure."		Skin rash
Thyroxine	http://www.symcat.com/medications/thyroxine	Thyroxine (Synthroid)	"Also known as Soloxine, Thyro-Tabs, Eltroxin, Euthyrox, Levo-T, Levotabs, Levothroid, Levoxyl, Synthroid, and Levothyroid"	"The thyroid hormones, triiodothyronine (T3) and thyroxine (T4), are tyrosine-based hormones produced by the thyroid gland that are primarily responsible for regulation of metabolism. Iodine is necessary for the production of T3 and T4. A deficiency of iodine leads to decreased production of T3 and T4, enlarges the thyroid tissue and will cause the disease known as goitre. The major form of thyroid hormone in the blood is thyroxine (T4), which has a longer half-life than T3. The ratio of T4 to T3 released into the blood is roughly 20 to 1. T4 is converted to the active T3 (three to four times more potent than T4) within cells by deiodinases (5'-iodinase). These are further processed by decarboxylation and deiodination to produce iodothyronamine (T1a) and thyronamine (T0a). All three isoforms of the deiodinases are selenium-containing enzymes, thus dietary selenium is essential for T3 production."	Thyroid disease	
Clonidine	http://www.symcat.com/medications/clonidine	Clonidine	"Also known as Clorpres 0.1/15, Clorpres 0.2/15, Clorpres 0.3/15, Combipres 0.1/15, Combipres 0.2/15, Combipres 0.3/15, Dixarit, Catapres, Catapres-Tts-1, and Catapres-Tts-2"	"Clonidine (trade name Kapvay or Nexiclon) is a sympatholytic medication used to treat high blood pressure, ADHD, anxiety/panic disorder, and certain pain conditions. It is classified as a centrally acting _2 adrenergic agonist. An alternative hypothesis that has been proposed is that clonidine acts centrally as an imidazoline receptor agonist."		Headache
Clobetasol Topical	http://www.symcat.com/medications/clobetasol-topical	Clobetasol Topical	null	Clobetasol Topical is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Itching of skin	
Mesalamine	http://www.symcat.com/medications/mesalamine	Mesalamine (Asacol)	"Also known as Pentasa, Asacol, Rowasa, Lialda, and Apriso"	"Mesalazine (INN, BAN), also known as mesalamine (USAN) or 5-aminosalicylic acid (5-ASA), is an anti-inflammatory drug used to treat inflammatory bowel disease, such as ulcerative colitis and mild-to-moderate Crohn's disease. Mesalazine is a bowel-specific aminosalicylate drug that acts locally in the gut and has its predominant actions there, thereby having few systemic side effects."		Alopecia (Loss Of Hair)
Alendronate	http://www.symcat.com/medications/alendronate	Alendronate	Also known as (4-Amino-1-Hydroxybutylidene)Bisphosphonic Acid and Alendronic Acid	"Alendronic acid (INN) or alendronate sodium (USAN) — sold as Fosamax by Merck — is a bisphosphonate drug used for osteoporosis and several other bone diseases. It is marketed alone as well as in combination with vitamin D (2,800 IU and 5600 IU, under the name Fosamax+D). Merck's U.S. patent on alendronate expired in 2008 and Merck lost a series of appeals to block a generic version of the drug from being certified by the U.S. Food and Drug Administration (FDA)."		Flatulence
Ofloxacin	http://www.symcat.com/medications/ofloxacin	Ofloxacin	Also known as Floxin and Ocuflox	"Ofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class considered to be a second-generation fluoroquinolone. The original brand, Floxin, has been discontinued by the manufacturer in the United States on 18 June 2009, though generic equivalents continue to be available."	Bleeding from ear	
Risedronate	http://www.symcat.com/medications/risedronate	Risedronate (Actonel)	Also known as Actonel	"Risedronic acid (INN) or risedronate sodium (USAN) is a bisphosphonate used to strengthen bone, treat or prevent osteoporosis, and treat Paget's disease of bone. It is produced and marketed by Warner Chilcott, Sanofi-Aventis, and in Japan by Takeda under the trade names Actonel, Atelvia, and Benet. It is also available in a preparation that includes a calcium carbonate supplement, as Actonel with Calcium."		Shortness of breath
Benztropine	http://www.symcat.com/medications/benztropine	Benztropine	Also known as Cogentin	"Benzatropine (INN), also known as benztropine (USAN, BAN), is an anticholinergic marketed under the trade name Cogentin which is used in the treatment of Parkinson's disease, Parkinsonism, and dystonia."	Bipolar disorder	
Travoprost	http://www.symcat.com/medications/travoprost	Travoprost (Travatan)	Also known as Travatan	"Travoprost ophthalmic solution is a topical medication used for controlling the progression of glaucoma or ocular hypertension, by reducing intraocular pressure. It is a synthetic prostaglandin analog (or more specifically, an analog of prostaglandin F2_) that works by increasing the outflow of aqueous fluid from the eyes. It is also known by the brand names of Travatan and Travatan Z, manufactured by Alcon, and Travo-Z, manufactured by Micro Labs."		
Olanzapine	http://www.symcat.com/medications/olanzapine	Olanzapine (Zyprexa)	Also known as Zyprexa	"Olanzapine (trade name Zyprexa or in combination with fluoxetine Symbyax) is an atypical antipsychotic, approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia and bipolar disorder. Olanzapine is structurally similar to clozapine, but is classified as a thienobenzodiazepine. The olanzapine formulations are manufactured and marketed by the pharmaceutical company Eli Lilly and Company; the drug went generic in 2011. Sales of Zyprexa in 2008 were $2.2B in the US alone, and $4.7B in total."		Restlessness
Cyclobenzaprine	http://www.symcat.com/medications/cyclobenzaprine	Cyclobenzaprine	Also known as Amrix	"Cyclobenzaprine, brand name Flexeril, is a muscle relaxant medication used to relieve skeletal muscle spasms and associated pain in acute musculoskeletal conditions. It is the best-studied drug for this application, and it also has been used off-label for fibromyalgia treatment. A new bedtime formulation of cyclobenzaprine is under development for the management of fibromyalgia syndrome."	Sprain or strain	
Pravastatin	http://www.symcat.com/medications/pravastatin	Pravastatin	Also known as Pravachol	"Pravastatin (marketed as Pravachol or Selektine) is a member of the drug class of statins, used in combination with diet, exercise, and weight-loss for lowering cholesterol and preventing cardiovascular disease."		Weight loss
Duloxetine	http://www.symcat.com/medications/duloxetine	Duloxetine (Cymbalta)	Also known as Cymbalta	"Duloxetine (sold under the brand names Cymbalta, Ariclaim, Xeristar, Yentreve, Duzela) is a serotonin-norepinephrine reuptake inhibitor (SNRI) manufactured and marketed by Eli Lilly. It is effective for major depressive disorder and generalized anxiety disorder (GAD). Duloxetine failed the US approval for stress urinary incontinence amidst concerns over liver toxicity and suicidal events; however, it was approved for this indication in Europe, where it is recommended as an add-on medication in stress urinary incontinence instead of surgery. It can also relieve the symptoms of painful peripheral neuropathy, particularly diabetic neuropathy, and it is used to control the symptoms of fibromyalgia."		Penis symptoms
Paclitaxel	http://www.symcat.com/medications/paclitaxel	Paclitaxel (Taxol)	Also known as Taxol	"Paclitaxel is a mitotic inhibitor used in cancer chemotherapy. It was discovered in a US National Cancer Institute program at the Research Triangle Institute in 1967 when Monroe E. Wall and Mansukh C. Wani isolated it from the bark of the Pacific yew tree, Taxus brevifolia and named it taxol. Later it was discovered that endophytic fungi in the bark synthesize paclitaxel."	Prostate cancer	
Dutasteride	http://www.symcat.com/medications/dutasteride	Dutasteride (Avodart)	Also known as Avodart	"Dutasteride (trademark name Avodart, manufactured by GlaxoSmithKline) is a dual 5-a reductase inhibitor that inhibits conversion of testosterone to dihydrotestosterone (DHT)."	Prostate cancer	
Sildenafil	http://www.symcat.com/medications/sildenafil	Sildenafil (Viagra)	Also known as Viagra and Revatio	"Sildenafil citrate, sold as Viagra, Revatio and under various other trade names, is a drug used to treat erectile dysfunction and pulmonary arterial hypertension (PAH). It was originally developed by British scientists and then brought to market by the US-based pharmaceutical company Pfizer. It acts by inhibiting cGMP-specific phosphodiesterase type 5, an enzyme that promotes degradation of cGMP, which regulates blood flow in the penis. Since becoming available in 1998, sildenafil has been the prime treatment for erectile dysfunction; its primary competitors on the market are tadalafil (Cialis) and vardenafil (Levitra)."		Nasal congestion
Ropinirole	http://www.symcat.com/medications/ropinirole	Ropinirole	Also known as Requip	"Ropinirole (INN; trade names Requip, Ronirol, Adartrel) is a dopamine agonist of the non-ergoline class of medications. It is manufactured by GlaxoSmithKline (GSK), Cipla, Dr. Reddy's Laboratories and Sun Pharmaceutical. It is used in the treatment of Parkinson's disease and Restless Legs Syndrome (RLS). Ropinirole is one of three medications approved by the FDA to treat Restless Legs Syndrome (RLS), the other two being pramipexole (Mirapex) and gabapentin enacarbil (Horizant). The discovery of the drug's utility in (RLS) has been used as a successful example of drug repurposing."		Palpitations
Venlafaxine	http://www.symcat.com/medications/venlafaxine	Venlafaxine (Effexor)	Also known as Effexor	"Venlafaxine (brand name: Effexor or Efexor) is an antidepressant of the serotonin-norepinephrine reuptake inhibitor (SNRI) class. First introduced by Wyeth in 1993, now marketed by Pfizer, it is licensed for the treatment of major depressive disorder (MDD), as a treatment for generalized anxiety disorder, and comorbid indications in certain anxiety disorders with depression. In 2007, venlafaxine was the sixth most commonly prescribed antidepressant on the U.S. retail market, with 17.2 million prescriptions."		Restlessness
Loratadine	http://www.symcat.com/medications/loratadine	Loratadine (Claritin)	Also known as Claritin	"Loratadine (INN) is a second-generation H1 histamine antagonist drug used to treat allergies. Structurally, it is closely related to tricyclic antidepressants, such as imipramine, and is distantly related to the atypical antipsychotic quetiapine."		Fatigue
Medroxyprogesterone	http://www.symcat.com/medications/medroxyprogesterone	Medroxyprogesterone	Also known as Curretab	"Medroxyprogesterone (INN, BAN), also known as 17_-hydroxy-6_-methylprogesterone, and abbreviated as MP, is a steroidal progestin drug which was never marketed for use in humans. An acylated derivative, medroxyprogesterone acetate (MPA), is clinically used as a pharmaceutical medicine. Compared to MPA, MP is over two orders of magnitude less potent as a progestogen. As such, MP itself is not used clinically, though it has seen limited use in veterinary medicine under the trade name Controlestril in France. In addition, it is an metabolite of MPA."		Anxiety
Fentanyl	http://www.symcat.com/medications/fentanyl	Fentanyl	"Also known as Duragesic, Abstral, Sublimaze, and Actiq"	"Fentanyl (also known as fentanil, brand names Sublimaze, Actiq, Durogesic, Duragesic, Fentora, Matrifen, Haldid, Onsolis, Instanyl, Abstral, Lazanda and others) is a potent, synthetic opioid analgesic with a rapid onset and short duration of action. It is a strong agonist at the _-opioid receptors. Historically it has been used to treat breakthrough pain and is commonly used in pre-procedures as a pain reliever as well as an anesthetic in combination with a benzodiazepine."	Diverticulosis	
Leuprolide	http://www.symcat.com/medications/leuprolide	Leuprolide (Lupron)	"Also known as Lupron, Lupron Depot, Viadur, and Eligard"	Leuprorelin (INN) or leuprolide acetate (USAN) is a GnRH analog. Proper Sequence: Pyr-His-Trp-Ser-Tyr-D-Leu-Leu-Arg-Pro-NHEt (Pyr = L-Pyroglutamyl)		Pain
Chickenpox Vaccine	http://www.symcat.com/medications/chickenpox-vaccine	Chickenpox Vaccine (Shingles Vaccine)	"Also known as Varicella Vaccine, Varicella Virus Vaccine Live, Varivax, and Shingles Vaccine"	"The varicella vaccine is a live (attenuated) virus administered to protect against the viral disease commonly known as chickenpox caused by the varicella zoster virus (VZV). The varicella vaccine is marketed as Varivax in the U.S. by Merck and globally as Varilrix by GlaxoSmithKline. Another vaccine that is known as Zostavax is simply a larger-than-normal dose of Varivax, and is used to reduce the risk of shingles (also called herpes zoster) and postherpetic neuralgia that are caused by the same virus."	Bedwetting	
Dutasteride	http://www.symcat.com/medications/dutasteride	Dutasteride (Avodart)	Also known as Avodart	"Dutasteride (trademark name Avodart, manufactured by GlaxoSmithKline) is a dual 5-a reductase inhibitor that inhibits conversion of testosterone to dihydrotestosterone (DHT)."	Excessive urination at night	
Escitalopram	http://www.symcat.com/medications/escitalopram	Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."		Insomnia
Tadalafil	http://www.symcat.com/medications/tadalafil	Tadalafil (Cialis)	Also known as Cialis	"Tadalafil is a PDE5 inhibitor marketed in pill form for treating erectile dysfunction (ED) under the name Cialis, and under the name Adcirca for the treatment of pulmonary arterial hypertension. In October 2011 the U.S. Food and Drug Administration (FDA) approved Cialis for treatment the signs and symptoms of benign prostatic hyperplasia (BPH) as well as a combination of BPH and erectile dysfunction (ED) when the conditions coincide. It initially was developed by the biotechnology company ICOS, and then again developed and marketed world-wide by Lilly ICOS, LLC, the joint venture of ICOS Corporation and Eli Lilly and Company. Cialis tablets, in 5 mg, 10 mg, and 20 mg doses, are yellow, film-coated, and almond-shaped. The approved dose for pulmonary arterial hypertension is 40 mg (two 20-mg tablets) once daily."	Prostatitis	
Dexmethylphenidate	http://www.symcat.com/medications/dexmethylphenidate	Dexmethylphenidate (Focalin)	Also known as Focalin	"Dexmethylphenidate, otherwise known as d-threo-methylphenidate (D-TMP), is the dextrorotatory enantiomer of methylphenidate. It is a norepinephrine-dopamine reuptake inhibitor (NDRI) and releasing agent and thus a psychostimulant, which affects the CNS. Dexmethylphenidate is sold as Focalin by Novartis, as Attenade by Celgene and as a generic drug by Teva."		Nausea
Metronidazole Topical Product	http://www.symcat.com/medications/metronidazole-topical-product	Metronidazole Topical Product	"Also known as Anabact Topical Product, Metrocream Topical Product, Metrogel Topical Product, Metrolotion Topical Product, Metrotop Topical Product, Nydamax Topical Product, Obagi Topical Product, Rosadan Topical Product, Rozex Topical Product, and Noritate Topical Product"	Metronidazole Topical Product is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Acne or pimples	
Bupropion	http://www.symcat.com/medications/bupropion	Bupropion (Wellbutrin)	Also known as Wellbutrin and Zyban	"Bupropion (/bju__pro_pi._n/ bew-PROH-pee-on; marketed as Wellbutrin, Zyban, Voxra, Budeprion, Prexaton, Elontril or Aplenzin; and formerly known as amfebutamone) is an atypical antidepressant and smoking cessation aid. Its chemical name is 3-chloro-N-tert-butyl-_-ketoamphetamine, a substituted cathinone (_-ketoamphetamine), as well as substituted amphetamine. The drug therefore is a mild psychostimulant. Its primary pharmacological action is norepinephrine-dopamine reuptake inhibition. It binds selectively to the dopamine transporter, but its behavioural effects have often been attributed to its inhibition of norepinephrine reuptake. It also acts as a nicotinic acetylcholine receptor antagonist. Bupropion belongs to the chemical class of aminoketones and is similar in structure to stimulants cathinone and diethylpropion, and to phenethylamines in general. Medically, bupropion serves as a non-tricyclic antidepressant fundamentally different to most commonly prescribed antidepressants such as SSRIs."		Diarrhea
Labetalol	http://www.symcat.com/medications/labetalol	Labetalol	"Also known as Trandide, Labrocol, Trandate, and Normodyne"	"Labetalol (Normodyne, Trandate) is a mixed alpha/beta adrenergic antagonist, which is used to treat high blood pressure."		Sleepiness
Heparin	http://www.symcat.com/medications/heparin	Heparin	"Also known as Minihep, Minihep Calcium, Unihep, Hep-Lock, Hep-Pak, Uniparin, Hepflush, Hemochron, Lok-Pak, and Posiflush"	"Heparin (from Ancient Greek _π__ (hepar), liver), also known as unfractionated heparin, a highly sulfated glycosaminoglycan, is widely used as an injectable anticoagulant, and has the highest negative charge density of any known biological molecule. It can also be used to form an inner anticoagulant surface on various experimental and medical devices such as test tubes and renal dialysis machines."	Pulmonary embolism	
Olmesartan	http://www.symcat.com/medications/olmesartan	Olmesartan (Benicar)	"Also known as Benicar Hct 40/25, Benicar Hct 40/12.5, Benicar Hct 20/12.5, Tribenzor 20/5/12.5, Tribenzor 40/10/12.5, Tribenzor 40/10/25, Tribenzor 40/5/12.5, Tribenzor 40/5/25, Azor 10/20, and Azor 10/40"	"Olmesartan medoxomil (trade names: Benicar in the US, Olmetec in EU, Canada and Japan, WinBP, Golme in India, Erastapex in Egypt) is an angiotensin II receptor antagonist used to treat high blood pressure."	Central atherosclerosis	
Pyridoxine	http://www.symcat.com/medications/pyridoxine	Pyridoxine	"Also known as Natelle, Ocean Blue Nutritionals Vitamin B Plus Omega-3 1450, Citranatal Harmony, Nexa Select, Prenexa Premier, Irospan Tablet, Nephrocaps, Natafort, Vitabee With C, and Infuvite"	"Pyridoxine is one of the compounds that can be called vitamin B6, along with pyridoxal and pyridoxamine. It differs from pyridoxamine by the substituent at the '4' position. Its hydrochloride salt pyridoxine hydrochloride is often used."	Hyperemesis gravidarum	
Atomoxetine	http://www.symcat.com/medications/atomoxetine	Atomoxetine (Strattera)	Also known as Strattera	"Atomoxetine is a drug approved for the treatment of attention-deficit hyperactivity disorder (ADHD). It is a selective norepinephrine reuptake inhibitor (NRI), not to be confused with selective serotonin and norepinephrine reuptake inhibitors (SNRIs) or selective serotonin reuptake inhibitors (SSRIs), both of which are currently the most prescribed form of antidepressants. This compound is manufactured, marketed and sold in the United States under the brand name Strattera by Eli Lilly and Company as a hydrochloride salt (atomoxetine HCl), the original patent filing company, and current U.S. patent owner. Generics of atomoxetine are sold in all other countries; they are manufactured by Torrent Pharmaceuticals using the label Tomoxetin, Ranbaxy Laboratories (through its Division: Solus) using the label Attentin, Sun Pharmaceuticals (through its Division: Milmet Pharmaceuticals), and Intas Biopharmaceuticals. There is currently no generic manufactured directly in the United States since it is under patent until 2017. On August 12, 2010, Lilly lost a lawsuit that challenged Lilly's patent on Strattera, increasing the likelihood of an earlier entry of a generic into the US market. On September 1, 2010, Sun Pharmaceuticals announced it would begin manufacturing a generic in the United States. In a July 29, 2011 conference call, however, Sun Pharmaceutical's Chairman stated ""Lilly won that litigation on appeal so I think ’s deferred."""		Hesitancy
Tiotropium	http://www.symcat.com/medications/tiotropium	Tiotropium (Spiriva)	Also known as Spiriva	"Tiotropium bromide (INN) is a long-acting, 24 hour, anticholinergic bronchodilator used in the management of chronic obstructive pulmonary disease (COPD).In India it is marketed by Intas under the trade name 'Quikhale T'. Tiotropium bromide capsules for inhalation are co-promoted by Boehringer-Ingelheim and Pfizer under the trade name Spiriva. It is also manufactured and marketed by Cipla under trade name Tiova."		
Hydromorphone	http://www.symcat.com/medications/hydromorphone	Hydromorphone (Dilaudid)	"Also known as Palladone-Sr, Dilaudid, Palladone, Dilaudid Cough, Hydrostat, and Exalgo"	"Hydromorphone, a more common synonym for dihydromorphinone, commonly a hydrochloride (brand names Palladone, Dilaudid, and numerous others) is a very potent centrally acting analgesic drug of the opioid class. It is a derivative of morphine, to be specific, a hydrogenated ketone thereof, and it can be said that hydromorphone is to morphine as hydrocodone is to codeine and, therefore, a semi-synthetic drug. It is, in medical terms, an opioid analgesic and, in legal terms, a narcotic. Hydromorphone is commonly used in the hospital setting, mostly intravenously (IV) because its bioavailability orally, rectally, and intranasally is very low. Sublingual administration is usually superior to swallowing for bioavailabilty and effects."	Dislocation of the ankle	
Fexofenadine	http://www.symcat.com/medications/fexofenadine	Fexofenadine (Allegra)	"Also known as Allegra-D 24 Hour, Allegra-D 12 Hour, Wal-Fex D, Allegra, and Wal-Fex"	"Fexofenadine (trade names Allegra, Fexidine, Telfast, Fastofen, Tilfur, Vifas, Telfexo, Allerfexo) is an antihistamine pharmaceutical drug used in the treatment of hay fever, allergy symptoms, and urticaria."		Headache
Citalopram	http://www.symcat.com/medications/citalopram	Citalopram (Celexa)	Also known as Celexa	"Citalopram (/sa__tæl_præm/; brand names: Celexa, Cipramil) is an antidepressant drug of the selective serotonin reuptake inhibitor (SSRI) class. It has U.S. Food and Drug Administration (FDA) approval to treat major depression, and is prescribed off-label for other conditions."	Blastomycosis	
Niacin	http://www.symcat.com/medications/niacin	Niacin	"Also known as Irospan Tablet, Nephrocaps, Poly-Vi-Sol, Poly-Vi-Sol With Iron, Folivane-F, Nephrocaps Qt, Vitafol-One, Advicor 1000 Mg/20 Mg, Advicor 750 Mg/20 Mg, and Advicor 1000/20"	"Niacin (also known as vitamin B3, nicotinic acid and vitamin PP) is an organic compound with the formula C6H5NO2 and, depending on the definition used, one of the 40 to 80 essential human nutrients."	Aortic valve disease	
Insulin Glargine	http://www.symcat.com/medications/insulin-glargine	Insulin Glargine (Lantus)	Also known as Lantus	"Insulin glargine, marketed by Sanofi-Aventis under the name Lantus, is a long-acting basal insulin analogue, given once daily to help control the blood sugar level of those with diabetes. It consists of microcrystals that slowly release insulin, giving a long duration of action of 18 to 26 hours, with a ""peakless"" profile (according to the insulin glargine package insert). Pharmacokinetically, it resembles basal insulin secretion of non-diabetic pancreatic beta cells. Sometimes, in type 2 diabetes and in combination with a short acting sulfonylurea (drugs which stimulate the pancreas to make more insulin), it can offer moderate control of serum glucose levels. In the absence of endogenous insulin—type 1 diabetes, depleted type 2 (in some cases) or latent autoimmune diabetes of adults in late stage—insulin glargine needs the support of fast acting insulin taken with food to reduce the effect of prandially derived glucose."	Autonomic nervous system disorder	
Amoxicillin	http://www.symcat.com/medications/amoxicillin	Amoxicillin	"Also known as Wymox, Amoxil, and Trimox"	"Amoxicillin (INN), formerly amoxycillin (BAN), and abbreviated amox, is a moderate-spectrum, bacteriolytic, _-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms. It is usually the drug of choice within the class because it is better absorbed, following oral administration, than other _-lactam antibiotics. Amoxicillin is one of the most common antibiotics prescribed for children. The drug became available in 1972."	Acute otitis media	
"Influenza Virus Vaccine, H1N1, Inactivated"	http://www.symcat.com/medications/influenza-virus-vaccine-h1n1-inactivated	"Influenza Virus Vaccine, H1N1, Inactivated"	null	"Influenza Virus Vaccine, H1N1, Inactivated is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest."	Fat embolism	
Citalopram	http://www.symcat.com/medications/citalopram	Citalopram (Celexa)	Also known as Celexa	"Citalopram (/sa__tæl_præm/; brand names: Celexa, Cipramil) is an antidepressant drug of the selective serotonin reuptake inhibitor (SSRI) class. It has U.S. Food and Drug Administration (FDA) approval to treat major depression, and is prescribed off-label for other conditions."		Anxiety
Ibuprofen	http://www.symcat.com/medications/ibuprofen	Ibuprofen	Also known as Advil and Motrin	"Ibuprofen (INN)  is a nonsteroidal anti-inflammatory drug (NSAID) used for pain relief, fever reduction, and against swelling."		Headache
Quetiapine	http://www.symcat.com/medications/quetiapine	Quetiapine (Seroquel)	Also known as Seroquel	"Quetiapine  (branded as Seroquel, Xeroquel, Ketipinor), is an atypical antipsychotic approved for the treatment of schizophrenia, bipolar disorder, and along with an SSRI to treat major depressive disorder."		Fever
Prednisolone	http://www.symcat.com/medications/prednisolone	Prednisolone	Also known as Hydeltrasol and Prelone	"Prednisolone is a synthetic glucocorticoid, a derivative of cortisol, which is used to treat a variety of inflammatory and auto-immune conditions. It is the active metabolite of the drug prednisone and is used especially in patients with hepatic failure, as these individuals are unable to metabolise prednisone into prednisolone."	Acute bronchiolitis	
Ibuprofen	http://www.symcat.com/medications/ibuprofen	Ibuprofen	Also known as Advil and Motrin	"Ibuprofen (INN)  is a nonsteroidal anti-inflammatory drug (NSAID) used for pain relief, fever reduction, and against swelling."		Vomiting
Hydroxyzine	http://www.symcat.com/medications/hydroxyzine	Hydroxyzine	"Also known as Hydroxy Compound - Ephedrine, Hydroxyzine & Theophylline, Ami-Rax, Marax, Ucerax, Atarax, Anx, Hyzine, Rezine, Vistacon, and Vistacot"	"Hydroxyzine  is a first-generation antihistamine of the diphenylmethane and piperazine classes. It was first synthesized by Union Chimique Belge in 1956 and was marketed by Pfizer in the United States later the same year, and is still in widespread use today."	Envenomation from spider or animal bite	
Irbesartan	http://www.symcat.com/medications/irbesartan	Irbesartan (Avapro)	Also known as Avapro	"Irbesartan (INN)  is an angiotensin II receptor antagonist used mainly for the treatment of hypertension. Irbesartan was developed by Sanofi Research (now part of sanofi-aventis). It is jointly marketed by sanofi-aventis and Bristol-Myers Squibb under the trade names Aprovel, Karvea, and Avapro."		
Azelastine Nasal	http://www.symcat.com/medications/azelastine-nasal	Azelastine Nasal	null	Azelastine Nasal is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Chronic sinusitis	
Multivitamin Preparation	http://www.symcat.com/medications/multivitamin-preparation	Multivitamin Preparation (Multivitamin)	"Also known as Vitamin Supplements (Nos), Multivitamin, and Geritol"	"A multivitamin is preparation intended to be a dietary supplement with vitamins, dietary minerals, and other nutritional elements. Such preparations are available in the form of tablets, capsules, pastilles, powders, liquids, and injectable formulations. Other than injectable formulations, which are only available and administered under medical supervision, multivitamins are recognized by the Codex Alimentarius Commission (the United Nations' authority on food standards) as a category of food."		
Paroxetine	http://www.symcat.com/medications/paroxetine	Paroxetine (Paxil)	"Also known as Paxil, Seroxat, and Pexeva"	"Paroxetine (also known by the trade names Aropax, Paxil, Pexeva, Seroxat, Sereupin) is an antidepressant drug of the SSRI type. Paroxetine is used to treat major depression, obsessive-compulsive disorder, panic disorder, social anxiety, posttraumatic stress disorder and generalized anxiety disorder in adult outpatients."		Myoclonus
Eszopiclone	http://www.symcat.com/medications/eszopiclone	Eszopiclone (Lunesta)	Also known as Lunesta	"Eszopiclone, marketed by Sepracor under the brand-name Lunesta, is a nonbenzodiazepine hypnotic which is slightly effective for insomnia. Eszopiclone is the active dextrorotatory stereoisomer of zopiclone, and belongs to the class of drugs known as cyclopyrrolones."	Insomnia	
Ibuprofen	http://www.symcat.com/medications/ibuprofen	Ibuprofen	Also known as Advil and Motrin	"Ibuprofen (INN)  is a nonsteroidal anti-inflammatory drug (NSAID) used for pain relief, fever reduction, and against swelling."		Nausea
Memantine	http://www.symcat.com/medications/memantine	Memantine (Namenda)	Also known as Namenda	"Memantine is the first in a novel class of Alzheimer's disease medications acting on the glutamatergic system by blocking NMDA-type glutamate receptors. It was first synthesized by Eli Lilly and Company in 1968. Memantine is marketed under the brands Axura and Akatinol by Merz, Namenda by Forest, Ebixa and Abixa by Lundbeck and Memox by Unipharm. Memantine has been shown to have a modest effect in moderate-to-severe Alzheimer's disease  and in dementia with Lewy bodies. Despite years of research, there is little evidence of effect in mild Alzheimer's disease."	Dementia	
Losartan	http://www.symcat.com/medications/losartan	Losartan	Also known as Cozaar	"Losartan (rINN)  is an angiotensin II receptor antagonist drug used mainly to treat high blood pressure (hypertension). Losartan was the first angiotensin II receptor antagonist to be marketed. Losartan potassium is marketed by Merck & Co. Inc. under the trade name Cozaar. As of 2009, In south east Asia Losartan potassium is marketed by Delta Pharma Ltd. under the trade name Anin. losartan is available in generic form."		Indigestion
Fluoxetine	http://www.symcat.com/medications/fluoxetine	Fluoxetine (Prozac)	"Also known as Prozac, Prozac Weekly, Rapiflux, Sarafem, Reconcile, Symbyax 6/25, Symbyax 12/50, Symbyax 6/50, Symbyax 12/25, and Symbyax 3/25"	"Fluoxetine (also known by the tradenames Prozac, Sarafem, Fontex, among others) is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. Fluoxetine was first documented in 1974 by scientists from Eli Lilly and Company. It was presented to the U.S. Food and Drug Administration in February 1977, with Eli Lilly receiving final approval to market the drug in December 1987. Fluoxetine went off-patent in August 2001."		Diarrhea
